Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs,Item
Lay's Hot 'N' Sweet Chilli Potato Chips,Lay's,30,26,Packaged Food,Snacks & Farsans,78 gm,"Key FeaturesConfused between a sweet or spicy? The Lays Hot 'n' Sweet Chilli potato chips are specially designed for you! They satisfy your taste buds while adding that extra crisp to your snack.How to UseIt&rsquo;s a mouth-watering snack to enjoy while watching a movie when you are working from home, or while you are on a weekend outing.Any Other Must-Know InformationMade from top-quality potatoesShelf Life120 daysAbout the BrandHow did they get their start?Wherever celebrations and good times happen, the LAY'S brand will be there just as it has been for more than 75 years.What makes their products unique?With flavours almost as rich as their history, they have a chip or crisp flavour guaranteed to bring a smile to your face.",Packaged Food > Snacks & Farsans,Potato Chips
Pringles Potato Chips - Desi Masala Tadka,Pringles,115,99,Packaged Food,Snacks & Farsans,107 gm,Malaysia,Packaged Food > Snacks & Farsans,Potato Chips
Cornitos Nacho Crisps - Cheese & Herbs,Cornitos,90,60,Packaged Food,Snacks & Farsans,150 gm,India,Packaged Food > Snacks & Farsans,Nacho
Doritos Sweet Chilli Flavour Chips,Doritos,85,63,Packaged Food,Snacks & Farsans,153 gm,"Key FeaturesConfused between sweet or spicy?&nbsp; This bag of nachos is designed especially for you! Enjoy the burst of flavour and an extra crunch with Doritos Sweet Chilly Nachos.How to UseCrunchiest chips to accompany you, while binge-watching or to build the mood for your house parties or satisfy your late-night snack cravings.Any Other Must-Know InformationDoritos sweet chilli chips can be your perfect snack companion for a movie date or a road trip.Self Life180 daysAbout the BrandDORITOS isn&rsquo;t just a chip. It&rsquo;s fuel for disruption, our flavours ignite adventure and inspire action. With every crunch, they aim to redefine culture and support those who are boldly themselves. Their range of flavours takes bold to the next level; Get ready for an explosion of flavour in every crunchy bite. Are you ready? If so, Crunch on and get your Bold on.",Packaged Food > Snacks & Farsans,Potato Chips
Garden Potato Chips - Premium Salted,Garden,75,50,Packaged Food,Snacks & Farsans,170 gm,"Overview:Crsipy and tasty Garden?s Potato Chips are freshly packed and the best time-pass chips.IngredientsPotato (60%), Refined Pamolein Oil, Edible Common Salt (1.4%)Care InstructionsStore in a cool and dry place.About the BrandGarden Namkeens stands for authenticity and meeting the expectations of every Indian, regardless of his or her region of origin. A brand of CavinKare, it caters to a wide variety of taste buds, alienating no one, and yet remaining original with its flavours and options. ",Packaged Food > Snacks & Farsans,Potato Chips
Bingo Mad Angles Achaari Masti,Bingo,50,40,Packaged Food,Snacks & Farsans,130 gm,"Overview- Tired of going around in circles? Eat Bingo! Mad Angles. Enjoy the desi flavour of mango pickles in the form of deliciously crunchy triangle chips- Made from a corn base, the unique texture of Bingo! Mad Angles adds to the crunchy fun- Perfect triangular shape with the lip-smacking flavour of your Dadi&rsquo;s Achaar; Bingo! Mad Angles chips will give you desi nostalgia with every bite- Crunchy and super tasty from every angle, Achaari Masti has a balanced flavour- Add the MAD in the madness to your party with the jumbo pack of Bingo! Mad Angles Achaari Masti",Packaged Food > Snacks & Farsans,Mad Angles
Makino Nacho Cheese Chips,Makino,90,45,Packaged Food,Snacks & Farsans,150 gm,"OverviewLoved by all, the cheesy flavour will melt in your mouth with the crispy sound of crunch, a delightful crazy snack that will lead you to addiction.Key Features- No MSG- Non GMO Corn- Zero Trans Fat- Zero Cholesterol- Zero human touch technology- 40% less fat than regular potato chipsCare Instruction- Store in a cool and dry placeShelf Life- 180 daysAbout The BrandEnter the delectable world of crunchy corn snacks with Makino, made using the finest quality corn. Recorn Foods Pvt Ltd from Himmatnagar (Nearby Ahmedabad, Gujarat, India) is manufacturing Makino chips to bring a new trend in the snacking industry with a wide variety of corn snacks in diverse flavours and shapes. Makino chips are a unique combination of taste and goodness. Corn, the best friend of Makino is processed using zero human touch technology and enhances the crackling crunch of the tasty range of snacks.",Packaged Food > Snacks & Farsans,Nacho
Tastilo Cheesy Crispy Nacho Chips,Tastilo,90,45,Packaged Food,Snacks & Farsans,150 gm,"Overview Tastilo Nachos Have Zero Cholesterol, Zero Trans Fat, Less Fat. The Nachos are cooked and salted; additional varieties are manufactured using various flavourings and ingredients including herbs, spices, cheeses, and artificial additives.  Ingredients Corn, corn oil, maltodextrin, spices and condiments, salt, sugar, dehydrated vegetables, flavouring, etc.",Packaged Food > Snacks & Farsans,Nacho
Wayback Baked Moong Chips - Chees N Herbs,Wayback,120,96,Packaged Food,Snacks & Farsans,150 gm,"Key FeaturesBaked Chips, No gluten, 38 less% fat, Himalayan rock salt, Best nutrition source, High Protein, High Fibre, Low Sugar, No harmful chemicals.How to UseReady to eatCare InstructionsStore in a cool, dry place, keep away from direct sunlight, once opened; keep in air tight containerAbout the BrandArvees India, is an HACCP ISO 22000:2005 , QMS ISO 9001:2015 certified organization, which is swiftly capturing the market. We hope to become a leading FMCG company with Diet snacks, which we manufacture. We have also collaborated with GEEKAY ME, and brought out snack foods that will make the kids go crazy! So, Wayback has Diet snack foods for adults as well as kids; Perfect, isn?t it? We have a range of products, that will ensure you never stay hungry. Arvees India, is an Indian based Diet snacks manufacturer. The products manufactured by us are tailor made, to suit the Indian palate. Our product ranges from a wide variety of favoured Baked Chips.",Packaged Food > Snacks & Farsans,Chips
Bingo Yumitos Chilli Sprinkled Potato Chips,,50,35,Packaged Food,Snacks & Farsans,100 gm,"OverviewBingo! Chips Original Style Chilli Sprinkled potato chips are made in the authentic flat-cut style, gently sprinkled with fiery red chili powder. The thinly sliced potato chips will blow your tastebuds away with their flavour. Bingo! Original Style Chilli Sprinkled potato chips also have a light, and incredibly crispy texture. Key FeaturesThe thin-cut, flat style potato chips from Bingo!Yumitos Chilli Sprinkled are made with selective quality potatoes. They are seasoned with salt and spicy chili powder after they are cooked. BenefitsCrispy crunchy and spicy.  How to UseServe Bingo! Chips Original Style Chilli Sprinkled at any time of the day. Mid-day hunger cravings, movie night, or a small house party, Bingo! Chilli Sprinkled is the best way to munch on something light and scrumptious. Enjoy a tasty cold beverage such as cold drinks, fruit juices, or even an iced tea with these spicy potato chips. StorageStore in a cool, dry, hygienic place.",Packaged Food > Snacks & Farsans,Potato Chips
Cornitos Nacho Crisps- Sizzlin Jalapeno,Cornitos,90,60,Packaged Food,Snacks & Farsans,150 gm,India,Packaged Food > Snacks & Farsans,Nacho
Lays Potato Chips?- Sizzlin Hot,Lays,20,16,Packaged Food,Snacks & Farsans,50 gm,"Key FeaturesPresenting Lay&rsquo;s Sizzlin&rsquo; Hot, the hottest new chip in town, with the spicy hit of chilli.Shelf Life120 daysAbout the BrandHow did they get their start?Wherever celebrations and good times happen, the LAY'S brand will be there just as it has been for more than 75 years.What makes their products unique?With flavours almost as rich as their history, they have a chip or crisp flavour guaranteed to bring a smile to your face.",Packaged Food > Snacks & Farsans,Potato Chips
Balaji Tomato Flavour Potato Wafers,Balaji,40,36,Packaged Food,Snacks & Farsans,135 gm,"
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Packaged Food > Snacks & Farsans,Potato Chips
Lays?Maxx Potato Chips - Peppery Cheddar,Lays Maxx,30,27,Packaged Food,Snacks & Farsans,57 gm,"Key FeaturesDeep ridged, hard crunch chips for your fun evening with friends. Right from the first bite till the last, maxx gives your taste buds a power-packed punch of flavours. Every chip is loaded with intense flavours, deep ridges, and a macho crunch. So get ready for the most maxxed-out chip in town!Shelf Life120 daysAbout the BrandHow did they get their start?Wherever celebrations and good times happen, the LAY'S brand will be there just as it has been for more than 75 years.What makes their products unique?With flavours almost as rich as their history, they have a chip or crisp flavour guaranteed to bring a smile to your face.",Packaged Food > Snacks & Farsans,Potato Chips
Tastilo Spicy Jalapeno Nacho Chips,Tastilo,90,45,Packaged Food,Snacks & Farsans,150 gm,"About Tastilo Nachos Have Zero Cholesterol, Zero Trans Fat, Less Fat. The Nachos are cooked and salted; additional varieties are manufactured using various flavourings and ingredients including herbs, spices, cheeses, and artificial additives.  Ingredients Corn, Corn Oil, Maltodextrin, Spices And Condiments, Salt, Sugar, Dehydrated Vegetables, Flavouring.",Packaged Food > Snacks & Farsans,Nacho
Makino Nacho Jalapeno Chips,Makino,90,45,Packaged Food,Snacks & Farsans,150 gm,"OverviewThe sizzling taste of Jalapeno will give you a fine dining atmosphere; indulge with the goodness of healthy corn.Key Features- No MSG- Non GMO Corn- Zero Trans Fat- Zero Cholesterol- Zero human touch technology- 40% less fat than regular potato chipsCare Instruction- Store in a cool and dry placeShelf Life- 180 daysAbout The BrandEnter the delectable world of crunchy corn snacks with Makino, made using the finest quality corn. Recorn Foods Pvt Ltd from Himmatnagar (Nearby Ahmedabad, Gujarat, India) is manufacturing Makino chips to bring a new trend in the snacking industry with a wide variety of corn snacks in diverse flavours and shapes. Makino chips are a unique combination of taste and goodness. Corn, the best friend of Makino is processed using zero human touch technology and enhances the crackling crunch of the tasty range of snacks.",Packaged Food > Snacks & Farsans,Nacho
Lay's?Wafer Style Potato Chips - Salt With Pepper,Lays Wafer Style,20,16,Packaged Food,Snacks & Farsans,52 gm,"Key FeaturesPresenting Lay's wafer style, thin and crispy potato chips. Selectively picked potatoes, thinly sliced, cooked to crispy perfection with smooth texture and differentiated flavours a sprinkle of flavour, a wisp of crisp Lay&rsquo;s Wafer Style a bite that&rsquo;s just right.Shelf Life120 daysAbout the BrandHow did they get their start?Wherever celebrations and good times happen, the LAY'S brand will be there just as it has been for more than 75 years.What makes their products unique?With flavours almost as rich as their history, they have a chip or crisp flavour guaranteed to bring a smile to your face.",Packaged Food > Snacks & Farsans,Potato Chips
Bingo Mad Angles Very Peri Peri,Bin Gmo,50,35,Packaged Food,Snacks & Farsans,130 gm,"
- Spice up your day with the yummy crunchy Bingo! Mad Angles Very Peri Peri.
- Keep the tissue box handy and an excuse ready as the chips will make your mouth as well as your eyes water.
- The crispy and perfectly triangular Bingo!
- Mad Angles chips are cooked with rice grits and flour.
- The fiery Peri Peri chilies are added to the chips which will set your senses on fire with every crunchy bite.
- Pop open the pack whenever you want to shake things up.
- Whether you??e listening to your professor drone on, waiting for your phone to update or waiting for your local train.
- A bag of Bingo! Mad Angles Very Peri Peri will always bring the madness you crave.
",Packaged Food > Snacks & Farsans,Mad Angles
Wayback Baked Bajra Chips - Spezieitalian,Wayback,120,96,Packaged Food,Snacks & Farsans,150 gm,"Key FeaturesBaked Chips, No gluten, 38 less% fat, Himalayan rock salt, Best nutrition source, High Protien, High Fibre, Low Sugar, No harmful chemicals.How to UseReady to eatCare InstructionsStore in a cool, dry place, keep away from direct sunlight, once opened; keep in air tight containerAbout BrandArvees India, is an HACCP ISO 22000:2005 , QMS ISO 9001:2015 certified organization, which is swiftly capturing the market. We hope to become a leading FMCG company with Diet snacks, which we manufacture. We have also collaborated with GEEKAY ME, and brought out snack foods that will make the kids go crazy! So, Wayback has Diet snack foods for adults as well as kids; Perfect, isn?t it? We have a range of products, that will ensure you never stay hungry. Arvees India, is an Indian based Diet snacks manufacturer. The products manufactured by us are tailor made, to suit the Indian palate. Our product ranges from a wide variety of favoured Baked Chips.",Packaged Food > Snacks & Farsans,Bajra Chips
